query_id,strategy,source_label,heterogeneous,subgraph_size,reason,center,density
motif_clique_skip_2107,motif_clique,auto,-,12,,,
motif_clique_skip_2108,motif_clique,auto,-,3,,,
motif_clique_skip_2109,motif_clique,auto,-,3,,,
motif_clique_skip_2110,motif_clique,auto,-,3,,,
motif_clique_skip_2111,motif_clique,auto,-,4,,,
motif_clique_skip_2112,motif_clique,auto,-,3,,,
motif_clique_skip_2113,motif_clique,auto,-,2,,,
motif_clique_skip_2114,motif_clique,auto,-,20,,,
motif_clique_skip_2116,motif_clique,auto,-,3,,,
motif_clique_skip_2117,motif_clique,auto,-,3,,,
motif_clique_skip_2118,motif_clique,auto,-,17,,,
motif_clique_skip_2119,motif_clique,auto,-,4,,,
motif_clique_skip_2120,motif_clique,auto,-,5,,,
motif_clique_skip_2122,motif_clique,auto,-,1,,,
motif_clique_skip_2123,motif_clique,auto,-,4,,,
motif_clique_skip_2124,motif_clique,auto,-,2,,,
motif_clique_skip_2125,motif_clique,auto,-,6,,,
motif_clique_skip_2126,motif_clique,auto,-,4,,,
motif_clique_skip_2127,motif_clique,auto,-,1,,,
motif_clique_skip_2128,motif_clique,auto,-,2,,,
motif_clique_skip_2129,motif_clique,auto,-,2,,,
motif_clique_skip_2130,motif_clique,auto,-,3,,,
motif_clique_skip_2131,motif_clique,auto,-,18,,,
motif_clique_skip_2132,motif_clique,auto,-,3,,,
motif_clique_skip_2133,motif_clique,auto,-,14,,,
motif_clique_skip_2134,motif_clique,auto,-,3,,,
motif_clique_skip_2135,motif_clique,auto,-,2,,,
motif_clique_skip_2136,motif_clique,auto,-,17,,,
motif_clique_skip_2137,motif_clique,auto,-,1,,,
motif_clique_skip_2138,motif_clique,auto,-,4,,,
motif_clique_skip_2139,motif_clique,auto,-,10,,,
motif_clique_skip_2140,motif_clique,auto,-,6,,,
motif_clique_skip_2141,motif_clique,auto,-,9,,,
motif_clique_skip_2142,motif_clique,auto,-,3,,,
motif_clique_skip_2143,motif_clique,auto,-,3,,,
motif_clique_skip_2144,motif_clique,auto,-,12,,,
motif_clique_skip_2145,motif_clique,auto,-,7,,,
motif_clique_skip_2146,motif_clique,auto,-,17,,,
motif_clique_skip_2147,motif_clique,auto,-,1,,,
motif_clique_skip_2148,motif_clique,auto,-,3,,,
motif_clique_skip_2149,motif_clique,auto,-,2,,,
motif_clique_skip_2150,motif_clique,auto,-,10,,,
motif_clique_skip_2151,motif_clique,auto,-,3,,,
motif_clique_skip_2152,motif_clique,auto,-,2,,,
motif_clique_skip_2154,motif_clique,auto,-,4,,,
motif_clique_skip_2155,motif_clique,auto,-,3,,,
motif_clique_skip_2156,motif_clique,auto,-,7,,,
motif_clique_skip_2157,motif_clique,auto,-,4,,,
motif_clique_skip_2158,motif_clique,auto,-,3,,,
motif_clique_skip_2159,motif_clique,auto,-,2,,,
motif_clique_skip_2160,motif_clique,auto,-,1,,,
motif_clique_skip_2161,motif_clique,auto,-,5,,,
motif_clique_skip_2162,motif_clique,auto,-,1,,,
motif_clique_skip_2163,motif_clique,auto,-,3,,,
motif_clique_skip_2164,motif_clique,auto,-,7,,,
motif_clique_skip_2165,motif_clique,auto,-,4,,,
motif_clique_skip_2166,motif_clique,auto,-,3,,,
motif_clique_skip_2167,motif_clique,auto,-,3,,,
motif_clique_skip_2170,motif_clique,auto,-,3,,,
motif_clique_skip_2171,motif_clique,auto,-,3,,,
motif_clique_skip_2172,motif_clique,auto,-,3,,,
motif_clique_skip_2173,motif_clique,auto,-,3,,,
motif_clique_skip_2174,motif_clique,auto,-,5,,,
motif_clique_skip_2175,motif_clique,auto,-,11,,,
motif_clique_skip_2176,motif_clique,auto,-,3,,,
motif_clique_skip_2177,motif_clique,auto,-,3,,,
motif_clique_skip_2178,motif_clique,auto,-,5,,,
motif_clique_skip_2179,motif_clique,auto,-,3,,,
motif_clique_skip_2180,motif_clique,auto,-,1,,,
motif_clique_skip_2181,motif_clique,auto,-,10,,,
motif_clique_skip_2182,motif_clique,auto,-,1,,,
motif_clique_skip_2183,motif_clique,auto,-,4,,,
motif_clique_skip_2186,motif_clique,auto,-,2,,,
motif_clique_skip_2187,motif_clique,auto,-,8,,,
motif_clique_skip_2188,motif_clique,auto,-,13,,,
motif_clique_skip_2189,motif_clique,auto,-,8,,,
motif_clique_skip_2190,motif_clique,auto,-,3,,,
motif_clique_skip_2191,motif_clique,auto,-,4,,,
motif_clique_skip_2193,motif_clique,auto,-,9,,,
motif_clique_skip_2194,motif_clique,auto,-,2,,,
motif_clique_skip_2195,motif_clique,auto,-,5,,,
motif_clique_skip_2197,motif_clique,auto,-,7,,,
motif_clique_skip_2199,motif_clique,auto,-,4,,,
motif_clique_skip_2200,motif_clique,auto,-,3,,,
motif_clique_skip_2201,motif_clique,auto,-,2,,,
motif_clique_skip_2203,motif_clique,auto,-,6,,,
motif_clique_skip_2204,motif_clique,auto,-,3,,,
motif_clique_skip_2205,motif_clique,auto,-,3,,,
motif_clique_skip_2206,motif_clique,auto,-,6,,,
motif_clique_skip_2207,motif_clique,auto,-,1,,,
motif_clique_skip_2208,motif_clique,auto,-,3,,,
motif_clique_skip_2209,motif_clique,auto,-,4,,,
motif_clique_skip_2210,motif_clique,auto,-,13,,,
motif_clique_skip_2211,motif_clique,auto,-,5,,,
motif_clique_skip_2212,motif_clique,auto,-,1,,,
motif_clique_skip_2213,motif_clique,auto,-,5,,,
motif_clique_skip_2214,motif_clique,auto,-,3,,,
motif_clique_skip_2215,motif_clique,auto,-,11,,,
motif_clique_skip_2216,motif_clique,auto,-,5,,,
motif_clique_skip_2217,motif_clique,auto,-,10,,,
motif_clique_skip_2218,motif_clique,auto,-,2,,,
motif_clique_skip_2219,motif_clique,auto,-,4,,,
motif_clique_skip_2220,motif_clique,auto,-,3,,,
motif_clique_skip_2222,motif_clique,auto,-,12,,,
motif_clique_skip_2223,motif_clique,auto,-,2,,,
motif_clique_skip_2224,motif_clique,auto,-,1,,,
motif_clique_skip_2225,motif_clique,auto,-,6,,,
motif_clique_skip_2226,motif_clique,auto,-,3,,,
motif_clique_skip_2227,motif_clique,auto,-,2,,,
motif_clique_skip_2229,motif_clique,auto,-,2,,,
motif_clique_skip_2230,motif_clique,auto,-,5,,,
motif_clique_skip_2231,motif_clique,auto,-,19,,,
motif_clique_skip_2232,motif_clique,auto,-,4,,,
motif_clique_skip_2233,motif_clique,auto,-,7,,,
motif_clique_skip_2234,motif_clique,auto,-,12,,,
motif_clique_skip_2235,motif_clique,auto,-,7,,,
motif_clique_skip_2236,motif_clique,auto,-,5,,,
motif_clique_skip_2237,motif_clique,auto,-,1,,,
motif_clique_skip_2240,motif_clique,auto,-,19,,,
motif_clique_skip_2241,motif_clique,auto,-,16,,,
motif_clique_skip_2242,motif_clique,auto,-,6,,,
motif_clique_skip_2243,motif_clique,auto,-,5,,,
motif_clique_skip_2244,motif_clique,auto,-,3,,,
motif_clique_skip_2245,motif_clique,auto,-,3,,,
motif_clique_skip_2246,motif_clique,auto,-,7,,,
motif_clique_skip_2247,motif_clique,auto,-,7,,,
motif_clique_skip_2248,motif_clique,auto,-,1,,,
motif_clique_skip_2249,motif_clique,auto,-,3,,,
motif_clique_skip_2250,motif_clique,auto,-,3,,,
motif_clique_skip_2251,motif_clique,auto,-,4,,,
motif_clique_skip_2252,motif_clique,auto,-,7,,,
motif_clique_skip_2253,motif_clique,auto,-,1,,,
motif_clique_skip_2254,motif_clique,auto,-,3,,,
motif_clique_skip_2255,motif_clique,auto,-,14,,,
motif_clique_skip_2256,motif_clique,auto,-,7,,,
motif_clique_skip_2257,motif_clique,auto,-,1,,,
motif_clique_skip_2258,motif_clique,auto,-,3,,,
motif_clique_skip_2259,motif_clique,auto,-,7,,,
motif_clique_skip_2260,motif_clique,auto,-,4,,,
motif_clique_skip_2261,motif_clique,auto,-,13,,,
motif_clique_skip_2262,motif_clique,auto,-,1,,,
motif_clique_skip_2263,motif_clique,auto,-,4,,,
motif_clique_skip_2264,motif_clique,auto,-,3,,,
motif_clique_skip_2266,motif_clique,auto,-,4,,,
motif_clique_skip_2268,motif_clique,auto,-,4,,,
motif_clique_skip_2269,motif_clique,auto,-,14,,,
motif_clique_skip_2271,motif_clique,auto,-,2,,,
motif_clique_skip_2272,motif_clique,auto,-,3,,,
motif_clique_skip_2273,motif_clique,auto,-,3,,,
motif_clique_skip_2274,motif_clique,auto,-,4,,,
motif_clique_skip_2275,motif_clique,auto,-,4,,,
motif_clique_skip_2276,motif_clique,auto,-,11,,,
motif_clique_skip_2277,motif_clique,auto,-,6,,,
motif_clique_skip_2278,motif_clique,auto,-,2,,,
motif_clique_skip_2279,motif_clique,auto,-,15,,,
motif_clique_skip_2280,motif_clique,auto,-,8,,,
motif_clique_skip_2281,motif_clique,auto,-,2,,,
motif_clique_skip_2282,motif_clique,auto,-,1,,,
motif_clique_skip_2283,motif_clique,auto,-,3,,,
motif_clique_skip_2284,motif_clique,auto,-,17,,,
motif_clique_skip_2285,motif_clique,auto,-,3,,,
motif_clique_skip_2287,motif_clique,auto,-,7,,,
motif_clique_skip_2288,motif_clique,auto,-,3,,,
motif_clique_skip_2289,motif_clique,auto,-,4,,,
motif_clique_skip_2290,motif_clique,auto,-,4,,,
motif_clique_skip_2291,motif_clique,auto,-,38,,,
motif_clique_skip_2292,motif_clique,auto,-,8,,,
motif_clique_skip_2293,motif_clique,auto,-,4,,,
motif_clique_skip_2294,motif_clique,auto,-,3,,,
motif_clique_skip_2295,motif_clique,auto,-,14,,,
motif_clique_skip_2296,motif_clique,auto,-,3,,,
motif_clique_skip_2297,motif_clique,auto,-,8,,,
motif_clique_skip_2298,motif_clique,auto,-,8,,,
motif_clique_skip_2299,motif_clique,auto,-,3,,,
motif_clique_skip_2300,motif_clique,auto,-,3,,,
motif_clique_skip_2301,motif_clique,auto,-,3,,,
motif_clique_skip_2302,motif_clique,auto,-,45,,,
motif_clique_skip_2303,motif_clique,auto,-,3,,,
motif_clique_skip_2304,motif_clique,auto,-,4,,,
motif_clique_skip_2305,motif_clique,auto,-,3,,,
motif_clique_skip_2306,motif_clique,auto,-,4,,,
motif_clique_skip_2307,motif_clique,auto,-,2,,,
motif_clique_skip_2308,motif_clique,auto,-,4,,,
motif_clique_skip_2309,motif_clique,auto,-,9,,,
motif_clique_skip_2310,motif_clique,auto,-,4,,,
motif_clique_skip_2311,motif_clique,auto,-,3,,,
motif_clique_skip_2312,motif_clique,auto,-,4,,,
motif_clique_skip_2313,motif_clique,auto,-,4,,,
motif_clique_skip_2314,motif_clique,auto,-,4,,,
motif_clique_skip_2315,motif_clique,auto,-,3,,,
motif_clique_skip_2316,motif_clique,auto,-,2,,,
motif_clique_skip_2317,motif_clique,auto,-,3,,,
motif_clique_skip_2318,motif_clique,auto,-,3,,,
motif_clique_skip_2319,motif_clique,auto,-,5,,,
motif_clique_skip_2320,motif_clique,auto,-,20,,,
motif_clique_skip_2321,motif_clique,auto,-,2,,,
motif_clique_skip_2322,motif_clique,auto,-,2,,,
motif_clique_skip_2323,motif_clique,auto,-,9,,,
motif_clique_skip_2324,motif_clique,auto,-,3,,,
motif_clique_skip_2325,motif_clique,auto,-,1,,,
motif_clique_skip_2326,motif_clique,auto,-,3,,,
motif_clique_skip_2327,motif_clique,auto,-,7,,,
motif_clique_skip_2328,motif_clique,auto,-,1,,,
motif_clique_skip_2329,motif_clique,auto,-,5,,,
motif_clique_skip_2330,motif_clique,auto,-,3,,,
motif_clique_skip_2331,motif_clique,auto,-,3,,,
motif_clique_skip_2332,motif_clique,auto,-,2,,,
motif_clique_skip_2333,motif_clique,auto,-,3,,,
motif_clique_skip_2334,motif_clique,auto,-,3,,,
motif_clique_skip_2335,motif_clique,auto,-,13,,,
motif_clique_skip_2336,motif_clique,auto,-,3,,,
motif_clique_skip_2337,motif_clique,auto,-,2,,,
motif_clique_skip_2338,motif_clique,auto,-,1,,,
motif_clique_skip_2339,motif_clique,auto,-,5,,,
motif_clique_skip_2340,motif_clique,auto,-,2,,,
motif_clique_skip_2341,motif_clique,auto,-,3,,,
motif_clique_skip_2342,motif_clique,auto,-,1,,,
motif_clique_skip_2343,motif_clique,auto,-,2,,,
motif_clique_skip_2344,motif_clique,auto,-,11,,,
motif_clique_skip_2345,motif_clique,auto,-,4,,,
motif_clique_skip_2349,motif_clique,auto,-,7,,,
motif_clique_skip_2350,motif_clique,auto,-,9,,,
motif_clique_skip_2351,motif_clique,auto,-,4,,,
motif_clique_skip_2352,motif_clique,auto,-,3,,,
motif_clique_skip_2353,motif_clique,auto,-,3,,,
motif_clique_skip_2354,motif_clique,auto,-,2,,,
motif_clique_skip_2356,motif_clique,auto,-,4,,,
motif_clique_skip_2358,motif_clique,auto,-,3,,,
motif_clique_skip_2359,motif_clique,auto,-,4,,,
motif_clique_skip_2360,motif_clique,auto,-,3,,,
motif_clique_skip_2361,motif_clique,auto,-,125,,,
motif_clique_skip_2362,motif_clique,auto,-,2,,,
motif_clique_skip_2363,motif_clique,auto,-,3,,,
motif_clique_skip_2364,motif_clique,auto,-,3,,,
motif_clique_skip_2365,motif_clique,auto,-,3,,,
motif_clique_skip_2366,motif_clique,auto,-,11,,,
motif_clique_skip_2367,motif_clique,auto,-,4,,,
motif_clique_skip_2368,motif_clique,auto,-,12,,,
motif_clique_skip_2370,motif_clique,auto,-,10,,,
motif_clique_skip_2371,motif_clique,auto,-,3,,,
motif_clique_skip_2372,motif_clique,auto,-,2,,,
motif_clique_skip_2373,motif_clique,auto,-,4,,,
motif_clique_skip_2375,motif_clique,auto,-,3,,,
motif_clique_skip_2376,motif_clique,auto,-,3,,,
motif_clique_skip_2377,motif_clique,auto,-,3,,,
motif_clique_skip_2378,motif_clique,auto,-,6,,,
motif_clique_skip_2379,motif_clique,auto,-,1,,,
motif_clique_skip_2380,motif_clique,auto,-,5,,,
motif_clique_skip_2381,motif_clique,auto,-,2,,,
motif_clique_skip_2382,motif_clique,auto,-,2,,,
motif_clique_skip_2383,motif_clique,auto,-,3,,,
motif_clique_skip_2384,motif_clique,auto,-,3,,,
motif_clique_skip_2385,motif_clique,auto,-,8,,,
motif_clique_skip_2387,motif_clique,auto,-,9,,,
motif_clique_skip_2388,motif_clique,auto,-,6,,,
motif_clique_skip_2389,motif_clique,auto,-,12,,,
motif_clique_skip_2390,motif_clique,auto,-,8,,,
motif_clique_skip_2391,motif_clique,auto,-,2,,,
motif_clique_skip_2392,motif_clique,auto,-,3,,,
motif_clique_skip_2393,motif_clique,auto,-,3,,,
motif_clique_skip_2394,motif_clique,auto,-,11,,,
motif_clique_skip_2395,motif_clique,auto,-,5,,,
motif_clique_skip_2396,motif_clique,auto,-,7,,,
motif_clique_skip_2397,motif_clique,auto,-,3,,,
motif_clique_skip_2398,motif_clique,auto,-,33,,,
motif_clique_skip_2399,motif_clique,auto,-,10,,,
motif_clique_skip_2400,motif_clique,auto,-,5,,,
motif_clique_skip_2401,motif_clique,auto,-,3,,,
motif_clique_skip_2402,motif_clique,auto,-,3,,,
motif_clique_skip_2403,motif_clique,auto,-,2,,,
motif_clique_skip_2405,motif_clique,auto,-,2,,,
motif_clique_skip_2406,motif_clique,auto,-,3,,,
motif_clique_skip_2407,motif_clique,auto,-,17,,,
motif_clique_skip_2408,motif_clique,auto,-,2,,,
motif_clique_skip_2409,motif_clique,auto,-,8,,,
motif_clique_skip_2410,motif_clique,auto,-,2,,,
motif_clique_skip_2411,motif_clique,auto,-,4,,,
motif_clique_skip_2412,motif_clique,auto,-,4,,,
motif_clique_skip_2413,motif_clique,auto,-,8,,,
motif_clique_skip_2414,motif_clique,auto,-,3,,,
motif_clique_skip_2415,motif_clique,auto,-,2,,,
motif_clique_skip_2416,motif_clique,auto,-,6,,,
motif_clique_skip_2417,motif_clique,auto,-,3,,,
motif_clique_skip_2418,motif_clique,auto,-,3,,,
motif_clique_skip_2419,motif_clique,auto,-,3,,,
motif_clique_skip_2420,motif_clique,auto,-,3,,,
motif_clique_skip_2421,motif_clique,auto,-,1,,,
motif_clique_skip_2422,motif_clique,auto,-,5,,,
motif_clique_skip_2423,motif_clique,auto,-,3,,,
motif_clique_skip_2424,motif_clique,auto,-,2,,,
motif_clique_skip_2425,motif_clique,auto,-,13,,,
motif_clique_skip_2426,motif_clique,auto,-,4,,,
motif_clique_skip_2427,motif_clique,auto,-,4,,,
motif_clique_skip_2428,motif_clique,auto,-,2,,,
motif_clique_skip_2429,motif_clique,auto,-,1,,,
motif_clique_skip_2430,motif_clique,auto,-,14,,,
motif_clique_skip_2431,motif_clique,auto,-,2,,,
motif_clique_skip_2432,motif_clique,auto,-,9,,,
motif_clique_skip_2434,motif_clique,auto,-,1,,,
motif_clique_skip_2436,motif_clique,auto,-,11,,,
motif_clique_skip_2437,motif_clique,auto,-,5,,,
motif_clique_skip_2439,motif_clique,auto,-,3,,,
motif_clique_skip_2440,motif_clique,auto,-,8,,,
motif_clique_skip_2441,motif_clique,auto,-,2,,,
motif_clique_skip_2442,motif_clique,auto,-,1,,,
motif_clique_skip_2443,motif_clique,auto,-,10,,,
motif_clique_skip_2444,motif_clique,auto,-,10,,,
motif_clique_skip_2445,motif_clique,auto,-,21,,,
motif_clique_skip_2446,motif_clique,auto,-,4,,,
motif_clique_skip_2447,motif_clique,auto,-,3,,,
motif_clique_skip_2448,motif_clique,auto,-,3,,,
motif_clique_skip_2449,motif_clique,auto,-,8,,,
motif_clique_skip_2451,motif_clique,auto,-,9,,,
motif_clique_skip_2452,motif_clique,auto,-,6,,,
motif_clique_skip_2454,motif_clique,auto,-,17,,,
motif_clique_skip_2455,motif_clique,auto,-,4,,,
motif_clique_skip_2456,motif_clique,auto,-,4,,,
motif_clique_skip_2458,motif_clique,auto,-,12,,,
motif_clique_skip_2459,motif_clique,auto,-,13,,,
motif_clique_skip_2460,motif_clique,auto,-,3,,,
motif_clique_skip_2461,motif_clique,auto,-,2,,,
motif_clique_skip_2462,motif_clique,auto,-,4,,,
motif_clique_skip_2463,motif_clique,auto,-,2,,,
motif_clique_skip_2464,motif_clique,auto,-,2,,,
motif_clique_skip_2465,motif_clique,auto,-,3,,,
motif_clique_skip_2466,motif_clique,auto,-,4,,,
motif_clique_skip_2467,motif_clique,auto,-,1,,,
motif_clique_skip_2468,motif_clique,auto,-,21,,,
motif_clique_skip_2469,motif_clique,auto,-,1,,,
motif_clique_skip_2471,motif_clique,auto,-,3,,,
motif_clique_skip_2472,motif_clique,auto,-,1,,,
motif_clique_skip_2473,motif_clique,auto,-,12,,,
motif_clique_skip_2474,motif_clique,auto,-,4,,,
motif_clique_skip_2475,motif_clique,auto,-,3,,,
motif_clique_skip_2476,motif_clique,auto,-,3,,,
motif_clique_skip_2477,motif_clique,auto,-,2,,,
motif_clique_skip_2478,motif_clique,auto,-,3,,,
motif_clique_skip_2479,motif_clique,auto,-,4,,,
motif_clique_skip_2480,motif_clique,auto,-,2,,,
motif_clique_skip_2481,motif_clique,auto,-,3,,,
motif_clique_skip_2482,motif_clique,auto,-,3,,,
motif_clique_skip_2483,motif_clique,auto,-,3,,,
motif_clique_skip_2484,motif_clique,auto,-,3,,,
motif_clique_skip_2485,motif_clique,auto,-,1,,,
motif_clique_skip_2486,motif_clique,auto,-,5,,,
motif_clique_skip_2487,motif_clique,auto,-,5,,,
motif_clique_skip_2488,motif_clique,auto,-,3,,,
motif_clique_skip_2489,motif_clique,auto,-,3,,,
motif_clique_skip_2490,motif_clique,auto,-,7,,,
motif_clique_skip_2491,motif_clique,auto,-,3,,,
motif_clique_skip_2492,motif_clique,auto,-,21,,,
motif_clique_skip_2493,motif_clique,auto,-,8,,,
motif_clique_skip_2494,motif_clique,auto,-,10,,,
motif_clique_skip_2497,motif_clique,auto,-,11,,,
motif_clique_skip_2498,motif_clique,auto,-,17,,,
motif_clique_skip_2499,motif_clique,auto,-,2,,,
motif_clique_skip_2500,motif_clique,auto,-,3,,,
motif_clique_skip_2502,motif_clique,auto,-,3,,,
motif_clique_skip_2503,motif_clique,auto,-,3,,,
motif_clique_skip_2504,motif_clique,auto,-,3,,,
motif_clique_skip_2505,motif_clique,auto,-,3,,,
motif_clique_skip_2506,motif_clique,auto,-,3,,,
motif_clique_skip_2507,motif_clique,auto,-,1,,,
motif_clique_skip_2508,motif_clique,auto,-,11,,,
motif_clique_skip_2509,motif_clique,auto,-,7,,,
motif_clique_skip_2510,motif_clique,auto,-,5,,,
motif_clique_skip_2511,motif_clique,auto,-,1,,,
motif_clique_skip_2512,motif_clique,auto,-,1,,,
motif_clique_skip_2513,motif_clique,auto,-,3,,,
motif_clique_skip_2514,motif_clique,auto,-,2,,,
motif_clique_skip_2515,motif_clique,auto,-,13,,,
motif_clique_skip_2516,motif_clique,auto,-,3,,,
motif_clique_skip_2517,motif_clique,auto,-,3,,,
motif_clique_skip_2518,motif_clique,auto,-,1,,,
motif_clique_skip_2520,motif_clique,auto,-,3,,,
motif_clique_skip_2521,motif_clique,auto,-,2,,,
motif_clique_skip_2522,motif_clique,auto,-,5,,,
motif_clique_skip_2523,motif_clique,auto,-,3,,,
motif_clique_skip_2524,motif_clique,auto,-,3,,,
motif_clique_skip_2525,motif_clique,auto,-,3,,,
motif_clique_skip_2526,motif_clique,auto,-,2,,,
motif_clique_skip_2527,motif_clique,auto,-,6,,,
motif_clique_skip_2528,motif_clique,auto,-,3,,,
motif_clique_skip_2529,motif_clique,auto,-,10,,,
motif_clique_skip_2530,motif_clique,auto,-,3,,,
motif_clique_skip_2531,motif_clique,auto,-,3,,,
motif_clique_skip_2532,motif_clique,auto,-,42,,,
motif_clique_skip_2534,motif_clique,auto,-,5,,,
motif_clique_skip_2535,motif_clique,auto,-,26,,,
motif_clique_skip_2536,motif_clique,auto,-,5,,,
motif_clique_skip_2537,motif_clique,auto,-,9,,,
motif_clique_skip_2539,motif_clique,auto,-,4,,,
motif_clique_skip_2540,motif_clique,auto,-,8,,,
motif_clique_skip_2541,motif_clique,auto,-,4,,,
motif_clique_skip_2542,motif_clique,auto,-,3,,,
motif_clique_skip_2544,motif_clique,auto,-,2,,,
motif_clique_skip_2545,motif_clique,auto,-,3,,,
motif_clique_skip_2546,motif_clique,auto,-,1,,,
motif_clique_skip_2547,motif_clique,auto,-,7,,,
motif_clique_skip_2549,motif_clique,auto,-,5,,,
motif_clique_skip_2550,motif_clique,auto,-,4,,,
motif_clique_skip_2551,motif_clique,auto,-,23,,,
motif_clique_skip_2552,motif_clique,auto,-,3,,,
motif_clique_skip_2553,motif_clique,auto,-,4,,,
motif_clique_skip_2554,motif_clique,auto,-,4,,,
motif_clique_skip_2556,motif_clique,auto,-,5,,,
motif_clique_skip_2557,motif_clique,auto,-,3,,,
motif_clique_skip_2559,motif_clique,auto,-,2,,,
motif_clique_skip_2561,motif_clique,auto,-,16,,,
motif_clique_skip_2563,motif_clique,auto,-,3,,,
motif_clique_skip_2564,motif_clique,auto,-,1,,,
motif_clique_skip_2565,motif_clique,auto,-,2,,,
motif_clique_skip_2567,motif_clique,auto,-,3,,,
motif_clique_skip_2568,motif_clique,auto,-,20,,,
motif_clique_skip_2570,motif_clique,auto,-,7,,,
motif_clique_skip_2571,motif_clique,auto,-,2,,,
motif_clique_skip_2572,motif_clique,auto,-,3,,,
motif_clique_skip_2573,motif_clique,auto,-,12,,,
motif_clique_skip_2574,motif_clique,auto,-,2,,,
motif_clique_skip_2575,motif_clique,auto,-,1,,,
motif_clique_skip_2576,motif_clique,auto,-,8,,,
motif_clique_skip_2577,motif_clique,auto,-,4,,,
motif_clique_skip_2578,motif_clique,auto,-,1,,,
motif_clique_skip_2579,motif_clique,auto,-,6,,,
motif_clique_skip_2580,motif_clique,auto,-,2,,,
motif_clique_skip_2581,motif_clique,auto,-,3,,,
motif_clique_skip_2582,motif_clique,auto,-,2,,,
motif_clique_skip_2583,motif_clique,auto,-,14,,,
motif_clique_skip_2584,motif_clique,auto,-,2,,,
motif_clique_skip_2585,motif_clique,auto,-,1,,,
motif_clique_skip_2586,motif_clique,auto,-,3,,,
motif_clique_skip_2587,motif_clique,auto,-,7,,,
motif_clique_skip_2588,motif_clique,auto,-,3,,,
motif_clique_skip_2589,motif_clique,auto,-,4,,,
motif_clique_skip_2590,motif_clique,auto,-,2,,,
motif_clique_skip_2591,motif_clique,auto,-,4,,,
motif_clique_skip_2592,motif_clique,auto,-,1,,,
motif_clique_skip_2593,motif_clique,auto,-,7,,,
motif_clique_skip_2594,motif_clique,auto,-,4,,,
motif_clique_skip_2595,motif_clique,auto,-,3,,,
motif_clique_skip_2596,motif_clique,auto,-,3,,,
motif_clique_skip_2597,motif_clique,auto,-,6,,,
motif_clique_skip_2598,motif_clique,auto,-,3,,,
motif_clique_skip_2599,motif_clique,auto,-,3,,,
motif_clique_skip_2600,motif_clique,auto,-,4,,,
motif_clique_skip_2601,motif_clique,auto,-,16,,,
motif_clique_skip_2602,motif_clique,auto,-,3,,,
motif_clique_skip_2603,motif_clique,auto,-,12,,,
motif_clique_skip_2604,motif_clique,auto,-,2,,,
motif_clique_skip_2606,motif_clique,auto,-,5,,,
motif_clique_skip_2607,motif_clique,auto,-,3,,,
motif_clique_skip_2608,motif_clique,auto,-,1,,,
motif_clique_skip_2609,motif_clique,auto,-,7,,,
motif_clique_skip_2610,motif_clique,auto,-,2,,,
motif_clique_skip_2611,motif_clique,auto,-,2,,,
motif_clique_skip_2612,motif_clique,auto,-,8,,,
motif_clique_skip_2613,motif_clique,auto,-,6,,,
motif_clique_skip_2614,motif_clique,auto,-,3,,,
motif_clique_skip_2615,motif_clique,auto,-,54,,,
motif_clique_skip_2616,motif_clique,auto,-,1,,,
motif_clique_skip_2617,motif_clique,auto,-,22,,,
motif_clique_skip_2618,motif_clique,auto,-,26,,,
motif_clique_skip_2619,motif_clique,auto,-,1,,,
motif_clique_skip_2620,motif_clique,auto,-,3,,,
motif_clique_skip_2621,motif_clique,auto,-,14,,,
motif_clique_skip_2622,motif_clique,auto,-,3,,,
motif_clique_skip_2623,motif_clique,auto,-,10,,,
motif_clique_skip_2624,motif_clique,auto,-,1,,,
motif_clique_skip_2625,motif_clique,auto,-,2,,,
motif_clique_skip_2626,motif_clique,auto,-,9,,,
motif_clique_skip_2627,motif_clique,auto,-,2,,,
motif_clique_skip_2629,motif_clique,auto,-,3,,,
motif_clique_skip_2630,motif_clique,auto,-,3,,,
motif_clique_skip_2631,motif_clique,auto,-,7,,,
motif_clique_skip_2633,motif_clique,auto,-,2,,,
motif_clique_skip_2634,motif_clique,auto,-,8,,,
motif_clique_skip_2635,motif_clique,auto,-,3,,,
motif_clique_skip_2636,motif_clique,auto,-,3,,,
motif_clique_skip_2637,motif_clique,auto,-,3,,,
motif_clique_skip_2638,motif_clique,auto,-,3,,,
motif_clique_skip_2639,motif_clique,auto,-,3,,,
motif_clique_skip_2640,motif_clique,auto,-,1,,,
motif_clique_skip_2641,motif_clique,auto,-,2,,,
motif_clique_skip_2642,motif_clique,auto,-,5,,,
motif_clique_skip_2643,motif_clique,auto,-,3,,,
motif_clique_skip_2644,motif_clique,auto,-,2,,,
motif_clique_skip_2646,motif_clique,auto,-,3,,,
motif_clique_skip_2647,motif_clique,auto,-,2,,,
motif_clique_skip_2648,motif_clique,auto,-,4,,,
motif_clique_skip_2649,motif_clique,auto,-,18,,,
motif_clique_skip_2650,motif_clique,auto,-,2,,,
motif_clique_skip_2653,motif_clique,auto,-,3,,,
motif_clique_skip_2654,motif_clique,auto,-,3,,,
motif_clique_skip_2655,motif_clique,auto,-,4,,,
motif_clique_skip_2656,motif_clique,auto,-,2,,,
motif_clique_skip_2657,motif_clique,auto,-,2,,,
motif_clique_skip_2659,motif_clique,auto,-,4,,,
motif_clique_skip_2661,motif_clique,auto,-,3,,,
